Chr01A	0	30000	0.790392
Chr01A	30000	60000	0.777125
Chr01A	60000	90000	0.852537
Chr01A	90000	120000	0.810783
Chr01A	120000	150000	0.865373
Chr01A	150000	180000	0.845963
Chr01A	180000	210000	0.72824
Chr01A	210000	240000	0.68373
Chr01A	240000	270000	0.41378
Chr01A	270000	300000	0.951656
Chr01A	300000	330000	0.634215
Chr01A	330000	360000	0.846755
Chr01A	360000	390000	0.933425
Chr01A	390000	420000	0.724488
Chr01A	420000	450000	0.855059
Chr01A	450000	480000	0.797178
Chr01A	480000	510000	0.883239
Chr01A	510000	540000	0.861108
Chr01A	540000	570000	0.918875
Chr01A	570000	600000	0.806407
Chr01A	600000	630000	0.811727
Chr01A	630000	660000	0.573836
Chr01A	660000	690000	0.74582
Chr01A	690000	720000	0.681751
Chr01A	720000	750000	0.377529
Chr01A	750000	780000	0.87843
Chr01A	780000	810000	0.834647
Chr01A	810000	840000	0.913923
Chr01A	840000	870000	0.49858
Chr01A	870000	900000	0.577242
Chr01A	900000	930000	0.870424
Chr01A	930000	960000	0.860085
Chr01A	960000	990000	0.632615
Chr01A	990000	1020000	0.928859
Chr01A	1020000	1050000	0.842206
Chr01A	1050000	1080000	0.684619
Chr01A	1080000	1110000	0.888771
Chr01A	1110000	1140000	0.822719
Chr01A	1140000	1170000	0.546018
Chr01A	1170000	1200000	0.750777
Chr01A	1200000	1230000	0.606746
Chr01A	1230000	1260000	0.817679
Chr01A	1260000	1290000	0.463995
Chr01A	1290000	1320000	0.62296
Chr01A	1320000	1350000	0.862274
Chr01A	1350000	1380000	0.744568
Chr01A	1380000	1410000	0.787853
Chr01A	1410000	1440000	0.625383
Chr01A	1440000	1470000	0.839072
Chr01A	1470000	1500000	0.864313
Chr01A	1500000	1530000	0.723067
Chr01A	1530000	1560000	0.792392
Chr01A	1560000	1590000	0.910653
Chr01A	1590000	1620000	0.847522
Chr01A	1620000	1650000	0.83858
Chr01A	1650000	1680000	0.628808
Chr01A	1680000	1710000	0.568054
Chr01A	1710000	1740000	0.400012
Chr01A	1740000	1770000	0.496204
Chr01A	1770000	1800000	0.910731
Chr01A	1800000	1830000	0.876243
Chr01A	1830000	1860000	0.583043
Chr01A	1860000	1890000	0.858004
Chr01A	1890000	1920000	0.770948
Chr01A	1920000	1950000	0.829043
Chr01A	1950000	1980000	0.841722
Chr01A	1980000	2010000	0.803444
Chr01A	2010000	2040000	0.770203
Chr01A	2040000	2070000	0.861505
Chr01A	2070000	2100000	0.822158
Chr01A	2100000	2130000	0.784607
Chr01A	2130000	2160000	0.772433
Chr01A	2160000	2190000	0.329802
Chr01A	2190000	2220000	0.873911
Chr01A	2220000	2250000	0.819802
Chr01A	2250000	2280000	0.846417
Chr01A	2280000	2310000	0.784987
Chr01A	2310000	2340000	0.825967
Chr01A	2340000	2370000	0.835271
Chr01A	2370000	2400000	0.720776
Chr01A	2400000	2430000	0.799689
Chr01A	2430000	2460000	0.803337
Chr01A	2460000	2490000	0.851654
Chr01A	2490000	2520000	0.768413
Chr01A	2520000	2550000	0.727668
Chr01A	2550000	2580000	0.806943
Chr01A	2580000	2610000	0.860939
Chr01A	2610000	2640000	0.880551
Chr01A	2640000	2670000	0.707228
Chr01A	2670000	2700000	0.720876
Chr01A	2700000	2730000	0.598955
Chr01A	2730000	2760000	0.896944
Chr01A	2760000	2790000	0.878475
Chr01A	2790000	2820000	0.735912
Chr01A	2820000	2850000	0.751807
Chr01A	2850000	2880000	0.727497
Chr01A	2880000	2910000	0.856362
Chr01A	2910000	2940000	0.717052
Chr01A	2940000	2970000	0.446998
Chr01A	2970000	3000000	0.886186
Chr01A	3000000	3030000	0.875678
Chr01A	3030000	3060000	0.914024
Chr01A	3060000	3090000	0.648886
Chr01A	3090000	3120000	0.654197
Chr01A	3120000	3150000	0.798743
Chr01A	3150000	3180000	0.860678
Chr01A	3180000	3210000	0.661992
Chr01A	3210000	3240000	0.836287
Chr01A	3240000	3270000	0.901957
Chr01A	3270000	3300000	0.573954
Chr01A	3300000	3330000	0.863989
Chr01A	3330000	3360000	0.836929
Chr01A	3360000	3390000	0.652232
Chr01A	3390000	3420000	0.662364
Chr01A	3420000	3450000	0.796581
Chr01A	3450000	3480000	0.740372
Chr01A	3480000	3510000	0.767918
Chr01A	3510000	3540000	0.718962
Chr01A	3540000	3570000	0.799326
Chr01A	3570000	3600000	0.738745
Chr01A	3600000	3630000	0.806214
Chr01A	3630000	3660000	0.782125
Chr01A	3660000	3690000	0.753443
Chr01A	3690000	3720000	0.830092
Chr01A	3720000	3750000	0.801181
Chr01A	3750000	3780000	0.733849
Chr01A	3780000	3810000	0.768846
Chr01A	3810000	3840000	0.700283
Chr01A	3840000	3870000	0.797606
Chr01A	3870000	3900000	0.711855
Chr01A	3900000	3930000	0.743621
Chr01A	3930000	3960000	0.685498
Chr01A	3960000	3990000	0.673493
Chr01A	3990000	4020000	0.719667
Chr01A	4020000	4050000	0.595874
Chr01A	4050000	4080000	0.521725
Chr01A	4080000	4110000	0.557477
Chr01A	4110000	4140000	0.584627
Chr01A	4140000	4170000	0.594726
Chr01A	4170000	4200000	0.608728
Chr01A	4200000	4230000	0.644051
Chr01A	4230000	4260000	0.583043
Chr01A	4260000	4290000	0.558392
Chr01A	4290000	4320000	0.527427
Chr01A	4320000	4350000	0.624965
Chr01A	4350000	4380000	0.641049
Chr01A	4380000	4410000	0.485856
Chr01A	4410000	4440000	0.682529
Chr01A	4440000	4470000	0.730626
Chr01A	4470000	4500000	0.654735
Chr01A	4500000	4530000	0.708893
Chr01A	4530000	4560000	0.728555
Chr01A	4560000	4590000	0.726094
Chr01A	4590000	4620000	0.7088
Chr01A	4620000	4650000	0.683692
Chr01A	4650000	4680000	0.785584
Chr01A	4680000	4710000	0.779225
Chr01A	4710000	4740000	0.752994
Chr01A	4740000	4770000	0.510698
Chr01A	4770000	4800000	0.887652
Chr01A	4800000	4830000	0.778349
Chr01A	4830000	4860000	0.830213
Chr01A	4860000	4890000	0.777848
Chr01A	4890000	4920000	0.783221
Chr01A	4920000	4950000	0.629868
Chr01A	4950000	4980000	0.617239
Chr01A	4980000	5010000	0.678069
Chr01A	5010000	5040000	0.817939
Chr01A	5040000	5070000	0.784953
Chr01A	5070000	5100000	0.772765
Chr01A	5100000	5130000	0.589249
Chr01A	5130000	5160000	0.811381
Chr01A	5160000	5190000	0.666742
Chr01A	5190000	5220000	0.39683
Chr01A	5220000	5250000	0.736751
Chr01A	5250000	5280000	0.882495
Chr01A	5280000	5310000	0.847979
Chr01A	5310000	5340000	0.844612
Chr01A	5340000	5370000	0.508363
Chr01A	5370000	5400000	0.882916
Chr01A	5400000	5430000	0.807746
Chr01A	5430000	5460000	0.778454
Chr01A	5460000	5490000	0.829739
Chr01A	5490000	5520000	0.85096
Chr01A	5520000	5550000	0.510973
Chr01A	5550000	5580000	0.575316
Chr01A	5580000	5610000	0.736467
Chr01A	5610000	5640000	0.743209
Chr01A	5640000	5670000	0.835228
Chr01A	5670000	5700000	0.826789
Chr01A	5700000	5730000	0.651841
Chr01A	5730000	5760000	0.523462
Chr01A	5760000	5790000	0.577007
Chr01A	5790000	5820000	0.820821
Chr01A	5820000	5850000	0.83208
Chr01A	5850000	5880000	0.739279
Chr01A	5880000	5910000	0.44265
Chr01A	5910000	5940000	0.792329
Chr01A	5940000	5970000	0.561632
Chr01A	5970000	6000000	0.858229
Chr01A	6000000	6030000	0.869993
Chr01A	6030000	6060000	0.552218
Chr01A	6060000	6090000	0.559702
Chr01A	6090000	6120000	0.889213
Chr01A	6120000	6150000	0.60434
Chr01A	6150000	6180000	0.835865
Chr01A	6180000	6210000	0.886229
Chr01A	6210000	6240000	0.570047
Chr01A	6240000	6270000	0.518505
Chr01A	6270000	6300000	0.857161
Chr01A	6300000	6330000	0.823372
Chr01A	6330000	6360000	0.92103
Chr01A	6360000	6390000	0.910681
Chr01A	6390000	6420000	0.812293
Chr01A	6420000	6450000	0.835568
Chr01A	6450000	6480000	0.562063
Chr01A	6480000	6510000	0.796968
Chr01A	6510000	6540000	0.806703
Chr01A	6540000	6570000	0.755824
Chr01A	6570000	6600000	0.513417
