Chr01A	0	30000	0.0000000
Chr01A	30000	60000	0.1647000
Chr01A	60000	90000	0.4252333
Chr01A	90000	120000	0.4164000
Chr01A	120000	150000	0.4907333
Chr01A	150000	180000	0.2544667
Chr01A	180000	210000	0.2588000
Chr01A	210000	240000	0.2080333
Chr01A	240000	270000	0.0692333
Chr01A	270000	300000	0.2533333
Chr01A	300000	330000	0.1741333
Chr01A	330000	360000	0.7807333
Chr01A	360000	390000	0.5256667
Chr01A	390000	420000	0.0435000
Chr01A	420000	450000	0.3226000
Chr01A	450000	480000	0.2553000
Chr01A	480000	510000	0.5423333
Chr01A	510000	540000	0.3471000
Chr01A	540000	570000	0.1146000
Chr01A	570000	600000	0.1384333
Chr01A	600000	630000	0.4881000
Chr01A	630000	660000	0.2342667
Chr01A	660000	690000	0.0914667
Chr01A	690000	720000	0.1755333
Chr01A	720000	750000	0.0000000
Chr01A	750000	780000	0.5354667
Chr01A	780000	810000	0.3172333
Chr01A	810000	840000	0.5423333
Chr01A	840000	870000	0.0977333
Chr01A	870000	900000	0.1168000
Chr01A	900000	930000	0.4921667
Chr01A	930000	960000	0.4945667
Chr01A	960000	990000	0.1185000
Chr01A	990000	1020000	0.4551667
Chr01A	1020000	1050000	0.2795000
Chr01A	1050000	1080000	0.3165000
Chr01A	1080000	1110000	0.0000000
Chr01A	1110000	1140000	0.1127333
Chr01A	1140000	1170000	0.0862667
Chr01A	1170000	1200000	0.0734000
Chr01A	1200000	1230000	0.3893667
Chr01A	1230000	1260000	0.3236667
Chr01A	1260000	1290000	0.1314667
Chr01A	1290000	1320000	0.1481000
Chr01A	1320000	1350000	0.5085000
Chr01A	1350000	1380000	0.1204000
Chr01A	1380000	1410000	0.2219333
Chr01A	1410000	1440000	0.0207333
Chr01A	1440000	1470000	0.1370667
Chr01A	1470000	1500000	0.3989667
Chr01A	1500000	1530000	0.2195667
Chr01A	1530000	1560000	0.3814333
Chr01A	1560000	1590000	0.3727333
Chr01A	1590000	1620000	0.1841667
Chr01A	1620000	1650000	0.1037333
Chr01A	1650000	1680000	0.0699333
Chr01A	1680000	1710000	0.0570333
Chr01A	1710000	1740000	0.0731333
Chr01A	1740000	1770000	0.0269333
Chr01A	1770000	1800000	0.0830667
Chr01A	1800000	1830000	0.6275667
Chr01A	1830000	1860000	0.0690667
Chr01A	1860000	1890000	0.1897667
Chr01A	1890000	1920000	0.1822000
Chr01A	1920000	1950000	0.0741000
Chr01A	1950000	1980000	0.2462333
Chr01A	1980000	2010000	0.1640333
Chr01A	2010000	2040000	0.1311000
Chr01A	2040000	2070000	0.2091667
Chr01A	2070000	2100000	0.4754000
Chr01A	2100000	2130000	0.1088333
Chr01A	2130000	2160000	0.0915000
Chr01A	2160000	2190000	0.0495000
Chr01A	2190000	2220000	0.1901333
Chr01A	2220000	2250000	0.2361667
Chr01A	2250000	2280000	0.0479667
Chr01A	2280000	2310000	0.1417667
Chr01A	2310000	2340000	0.2792000
Chr01A	2340000	2370000	0.6186666
Chr01A	2370000	2400000	0.5208333
Chr01A	2400000	2430000	0.1935667
Chr01A	2430000	2460000	0.2130333
Chr01A	2460000	2490000	0.4144667
Chr01A	2490000	2520000	0.3435333
Chr01A	2520000	2550000	0.2516000
Chr01A	2550000	2580000	0.1713000
Chr01A	2580000	2610000	0.1522333
Chr01A	2610000	2640000	0.6628667
Chr01A	2640000	2670000	0.5354000
Chr01A	2670000	2700000	0.0724000
Chr01A	2700000	2730000	0.2852333
Chr01A	2730000	2760000	0.1722667
